,makespan,tardiness,throughput_op,throughput_j,flow_time,utilization,duration,n_decisions,instance,control_name
14604,10950.762784778866,109.38081665519043,0.09131783964766008,0.009131783964766008,824.3,5584.1,15.129462242126465,-1,5765__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14607,11872.147819398786,107.65512251438679,0.08423075716476723,0.008423075716476724,816.07,5558.1,14.593664407730104,-1,38580__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14610,12211.280596635908,102.44591309622518,0.08189149304090929,0.008189149304090928,824.91,5589.2,14.606205701828005,-1,71402__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14613,11026.726914286543,107.66743276782006,0.0906887427042717,0.00906887427042717,837.6,5534.8,15.723397016525269,-1,5920__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14616,10611.982972725544,136.09830665898227,0.09423309503701206,0.009423309503701207,873.7,5592.7,16.561007261276245,-1,5960__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14619,10966.693707627788,82.47973075004795,0.09118518549528366,0.009118518549528366,788.62,5507.6,14.672566890716553,-1,38769__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14622,10277.439994164924,129.23805102952008,0.0973004951201618,0.00973004951201618,869.05,5569.4,16.817091941833493,-1,71596__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14625,10893.24386737526,121.831757453015,0.09180001955110467,0.009180001955110468,855.3,5604.8,15.158152341842651,-1,71651__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14628,12105.90646051014,77.59167230173541,0.08260430586193877,0.008260430586193877,785.87,5584.7,13.239472389221193,-1,71716__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14631,10380.598580095799,99.55213419827696,0.09633355844406144,0.009633355844406144,833.13,5443.7,15.362818956375122,-1,71770__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14634,13447.428875234487,77.98109351726356,0.0743636578618872,0.007436365786188719,750.64,5488.9,12.301882028579712,-1,6292__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14637,12237.064806804034,69.46892485051971,0.08171894288277216,0.008171894288277215,741.26,5484.081595483607,13.067951440811155,-1,71883__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14640,11111.54733267191,100.24135052834038,0.08999646674407298,0.008999646674407297,803.05,5462.6,14.894946813583374,-1,71927__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
